elapsed_s,uptime_ms,cell_v1,cell_v2,cell_v3,cell_v4,cell_v5,cell_v6,cell_v7,cell_vf1,cell_vf2,cell_vf3,cell_vf4,cell_vf5,cell_vf6,cell_vf7,pack_voltage_mv,pack_voltage_filtered_mv,current_ma,current_filtered_ma,temperature_c,fet_status,fet_main_enabled,commanded_fet_state,learning_status,stop_reason
0.53,45189,3892.067626953125,3954.35546875,3964.504150390625,3964.012939453125,3961.359130859375,3977.16357421875,4010.100830078125,3892.094482421875,3954.408935546875,3964.536376953125,3964.158935546875,3961.428466796875,3977.150390625,4010.144287109375,27723.908203125,27724.15234375,-2353.88671875,-2353.57763671875,29.729766845703125,1,True,ON,0,
0.58,45241,3891.94775390625,3954.2822265625,3964.393798828125,3964.140625,3961.220947265625,3977.051025390625,4009.88720703125,3891.98193359375,3954.280517578125,3964.4140625,3964.139404296875,3961.2822265625,3977.068115234375,4009.991455078125,27723.109375,27723.408203125,-2352.38037109375,-2352.56396484375,29.729766845703125,1,True,ON,0,
0.63,45292,3891.86865234375,3954.135986328125,3964.34716796875,3963.93603515625,3961.108642578125,3976.95654296875,4009.885986328125,3891.904541015625,3954.150390625,3964.32470703125,3964.0234375,3961.127685546875,3976.943359375,4009.927734375,27722.400390625,27722.615234375,-2351.0390625,-2351.906494140625,29.729766845703125,1,True,ON,0,
0.68,45343,3891.726806640625,3954.12109375,3964.248291015625,3964.098388671875,3961.053955078125,3976.817138671875,4009.740478515625,3891.781005859375,3954.08203125,3964.17724609375,3963.97705078125,3961.060791015625,3976.846923828125,4009.7822265625,27721.67578125,27721.9140625,-2351.115234375,-2351.462646484375,29.729766845703125,1,True,ON,0,
0.73,45394,3891.707763671875,3953.891357421875,3964.107177734375,3963.7353515625,3960.910400390625,3976.8427734375,4009.668701171875,3891.703125,3953.93994140625,3964.11572265625,3963.800048828125,3960.927734375,3976.775634765625,4009.690673828125,27720.86328125,27721.162109375,-2350.65478515625,-2350.906494140625,29.729766845703125,1,True,ON,0,
0.79,45445,3891.567626953125,3953.766845703125,3963.95751953125,3963.712158203125,3960.739013671875,3976.671875,4009.574462890625,3891.568115234375,3953.833984375,3963.9921875,3963.71435546875,3960.794921875,3976.6796875,4009.57958984375,27720.1640625,27720.388671875,-2349.16162109375,-2350.458251953125,29.729766845703125,1,True,ON,0,
0.84,45496,3891.58251953125,3953.750244140625,3963.93115234375,3963.504150390625,3960.718994140625,3976.48193359375,4009.533203125,3891.490478515625,3953.755859375,3963.961181640625,3963.548095703125,3960.722412109375,3976.525146484375,4009.4599609375,27719.4609375,27719.642578125,-2349.479248046875,-2349.990966796875,29.729766845703125,1,True,ON,0,
0.89,45547,3891.365478515625,3953.513916015625,3963.834716796875,3963.357666015625,3960.559326171875,3976.484130859375,4009.427978515625,3891.40966796875,3953.638427734375,3963.8720703125,3963.460205078125,3960.62255859375,3976.489990234375,4009.369384765625,27718.833984375,27719.064453125,-2350.216552734375,-2349.318603515625,29.729766845703125,1,True,ON,0,
0.94,45597,3891.245849609375,3953.48828125,3963.715576171875,3963.368896484375,3960.417724609375,3976.379638671875,4009.39453125,3891.245849609375,3953.501708984375,3963.7529296875,3963.395263671875,3960.483154296875,3976.40966796875,4009.2783203125,27718.0234375,27718.296875,-2349.2509765625,-2348.898681640625,29.729766845703125,1,True,ON,0,
0.99,45649,3891.103271484375,3953.456787109375,3963.619873046875,3963.209228515625,3960.39013671875,3976.0830078125,4009.115966796875,3891.146240234375,3953.4267578125,3963.604736328125,3963.2646484375,3960.417236328125,3976.24560546875,4009.142578125,27717.248046875,27717.517578125,-2349.380615234375,-2348.537109375,29.729766845703125,1,True,ON,0,
1.04,45699,3891.0361328125,3953.26904296875,3963.511962890625,3963.145263671875,3960.302001953125,3976.16943359375,4008.996826171875,3891.06396484375,3953.343505859375,3963.508056640625,3963.18359375,3960.2890625,3976.202392578125,4009.0087890625,27716.59765625,27716.7890625,-2350.08251953125,-2348.17138671875,29.729766845703125,1,True,ON,0,
1.09,45751,3890.83056640625,3953.20849609375,3963.4794921875,3963.001953125,3960.079833984375,3976.060302734375,4008.8115234375,3890.913330078125,3953.240478515625,3963.42529296875,3963.04248046875,3960.141357421875,3976.067626953125,4008.9462890625,27715.77734375,27716.04296875,-2347.94140625,-2347.750244140625,29.729766845703125,1,True,ON,0,
1.14,45801,3890.87109375,3953.11767578125,3963.283203125,3962.98876953125,3960.002685546875,3976.00830078125,4008.77490234375,3890.843505859375,3953.159912109375,3963.28759765625,3962.985595703125,3960.06103515625,3975.99560546875,4008.847900390625,27715.146484375,27715.376953125,-2348.012939453125,-2347.60595703125,29.729766845703125,1,True,ON,0,
1.20,45852,3890.76806640625,3952.94677734375,3963.19970703125,3962.800537109375,3959.880615234375,3975.9580078125,4008.665283203125,3890.76318359375,3953.037109375,3963.1806640625,3962.846435546875,3959.938720703125,3975.903564453125,4008.7080078125,27714.328125,27714.61328125,-2346.631591796875,-2346.970458984375,29.729766845703125,1,True,ON,0,
1.25,45903,3890.623046875,3952.93212890625,3963.1044921875,3962.7978515625,3959.688720703125,3975.7412109375,4008.500732421875,3890.69482421875,3952.920166015625,3963.130126953125,3962.782958984375,3959.772705078125,3975.805419921875,4008.575927734375,27713.681640625,27713.888671875,-2346.57763671875,-2347.21630859375,29.729766845703125,1,True,ON,0,
1.30,45954,3890.564453125,3952.8037109375,3962.9755859375,3962.72998046875,3959.707275390625,3975.64892578125,4008.5625,3890.60302734375,3952.841064453125,3963.02490234375,3962.740234375,3959.715576171875,3975.728271484375,4008.5244140625,27713.091796875,27713.330078125,-2347.90576171875,-2346.723388671875,29.729766845703125,1,True,ON,0,
1.35,46005,3890.326904296875,3952.7060546875,3962.94140625,3962.589111328125,3959.6279296875,3975.540771484375,4008.42138671875,3890.457275390625,3952.708740234375,3962.951416015625,3962.55908203125,3959.6650390625,3975.597412109375,4008.3857421875,27712.296875,27712.53125,-2346.568603515625,-2346.455322265625,29.729766845703125,1,True,ON,0,
1.40,46056,3890.3759765625,3952.5078125,3962.811279296875,3962.4423828125,3959.46875,3975.50439453125,4008.327880859375,3890.3681640625,3952.60009765625,3962.836181640625,3962.45556640625,3959.542724609375,3975.468017578125,4008.318603515625,27711.56640625,27711.82421875,-2344.17724609375,-2345.706298828125,29.729766845703125,1,True,ON,0,
